profit,advertisement,price
-15.186622732196577,2.8757752012461424,4.78416672674939
4.965335799949223,7.8830513544380665,2.2666707809548825
-8.511782918617191,4.089769218116999,3.3878531772643328
2.641977091056057,8.8301740400493145,2.863167009782046
13.807014714888966,9.404672842938453,0.5146234133280814
-16.23649166583829,0.4555649938993156,4.499124852009118
5.909142846281215,5.2810548804700375,1.2304386717732996
8.84630485602952,8.92419044394046,0.2102976676542312
4.980264474938274,5.514350144658238,1.639603596413508
-18.530469451817943,4.5661473530344665,4.772518245736137
