factory1,factory2,factory3,factory4,factory5,factory6,factory7,factory8
96.02890102915902,92.39911144115509,97.41295379312007,81.2095934810931,95.8943371504548,110.14775331509546,96.73216599106458,98.08343905809367
110.31372494271727,98.80850028710357,102.29467922609969,88.45937835263405,107.01585529895168,103.95212329126583,97.02075976234421,107.40533344919271
112.73000194759173,100.83319469118145,100.24675057272405,93.59593974402064,102.21681204238784,99.67000332523489,90.28985403641856,95.44964171758944
108.98292210493838,98.32398399556749,99.64465599173238,93.65335917871747,96.93559047409931,86.03271372264155,99.62116102829368,108.00867681169244
99.78315653430424,104.2535164929104,92.22145609412185,97.71950298508682,96.21073098511108,100.79360877633518,110.03946722578235,105.37907078468305
107.39167105881936,95.40033723308376,87.17814173877738,92.83106425941833,110.27966777155527,98.29989459667901,94.21944516216504,101.91066225811738
99.61071538920041,108.66017768476047,94.63831188503751,96.46358531332038,98.66198066762189,114.44202066807894,97.45592651485974,95.97839428918454
106.41396238314981,105.06927579815309,103.67639724959646,89.8606434631899,94.24661636219432,96.99743926321767,104.0460790418548,96.95037150601432
97.73820816272469,97.60377757625042,103.49782739207204,87.46246659528542,100.22647145381178,102.83102201444095,97.71529150493342,108.50113043191043
106.25909855773762,91.43339448116885,99.96470792366871,89.57802312181082,90.15096254723134,95.11590894901609,105.44448347580591,94.93543487834208
97.70306871141455,91.46804528637797,88.80730764892607,86.81993021181471,104.73995947875234,108.3661697268035,102.1760018614564,106.83296088677062
101.79652957506127,98.03063025198337,110.97990595905947,92.2073608030272,93.65721777154114,87.4669622259873,88.06173556097059,101.18495908734849
104.0454385476322,101.70742044041572,94.05330460169952,90.86015968094237,93.82644784416082,107.28364240485193,93.72368202682688,102.10477682027305
98.24310207010153,104.31601528800982,91.29739225550402,96.43119092517821,106.6055785993798,99.9802763699957,99.05438191858889,97.55432522566649
102.92832014584263,102.59449586455665,99.91105143217696,91.71145690994555,96.31654012062722,107.66777656051559,104.30977836581192,95.77577933553295
105.29681094691004,97.88845139278773,103.21983432336256,88.6185298371704,97.92470551674685,111.4334128848791,104.81640244233645,91.96109203489556
111.17649388226154,101.78632857063509,95.13337740538141,84.92910645226884,100.51594070905844,93.99516433532435,95.11435126293429,99.73581888645691
109.67035172902158,98.43140582866252,98.09005121091676,92.23633046908526,96.10410223945225,100.94097549449073,92.63886518017442,90.0496168579262
100.81287724706272,107.85213838743304,106.66885602871314,89.67269722615188,101.8357767445691,94.72859617693798,100.94586786723038,93.92477385399188
106.52851607147005,100.09522158647782,99.14953171390705,88.73810915892135,95.37128030032488,100.09939023859656,91.37672115418522,90.45083237686993
